ingestion_year,ingestion_month,ingestion_day,id_sistema_cliente,macroactivo,cod_activo,aba,cod_perfil_riesgo,cod_banca,year,month
2023,12,20,1.00114E+12,Renta Variable,1004,2370000,1466,PN,2023,12
2024,2,1,10020203023,FICs,None,445708066,1468,PR,2024,2
2024,3,22,10032184607,Renta Variable,1011,8288500,1468,PN,2024,3
2024,2,27,1.00902E+11,FICs,1019,1049541789,1467,PF,2024,2
2023,12,11,1.00103E+12,Renta Variable,1004,1232500,1468,PN,2023,12
2024,1,24,10041560001,Renta Variable,1004,1147500,1466,PN,2024,1
2024,1,9,10041560001,Renta Variable,1004,1222500,1466,PN,2024,1
2023,12,5,1.00114E+12,,1004,2545000,1466,PN,2023,12
2024,4,15,10032184607,Renta Variable,1022,3287434.68,1468,,2024,4
2023,11,27,10071747544,FICs,10007,599285.91,1469,PN,2023,11
2024,4,26,10079142847,Renta Variable,1014,3578800,1468,PF,2024,4
2024,1,24,10039616197,Renta Variable,1004,2295000,1466,PN,2024,1
2024,2,1,10032184607,Renta Variable,1015,5720000,1468,PN,2024,2
2024,4,15,10032184607,Renta Variable,1017,8736000,1468,PN,2024,4
2024,1,15,10079142847,Renta Variable,1014,3585700,1468,PF,2024,1
2023,12,21,10032184607,FICs,1019,75788.31,1468,PN,2023,12
2023,11,24,10038643094,Renta Variable,1005,74810.5,1466,PN,2023,11
2023,12,7,10079142847,Renta Variable,1004,3648130,1468,PF,2023,12
2024,1,4,10020203023,Renta Fija,1000,366756000,1468,PR,2024,1
2024,4,23,1.00109E+12,FICs,10007,1759.04,1468,PN,2024,4
2024,2,1,10038643094,FICs,1018,8564476.19,1466,PN,2024,2
2023,11,29,10079142847,Renta Variable,1004,3774440,1468,PF,2023,11
2024,,27,10098522488,Renta Variable,1004,2992500,1466,PN,2024,3
2024,1,18,10020203023,Renta Fija,1000,368660900,1468,PR,2024,1
2023,12,21,10032184607,Renta Variable,1016,4269300,1468,PN,2023,12
2024,3,5,1.009E+11,FICs,1019,22055297.68,1467,PF,2024,3
2024,5,3,1.009E+11,FICs,1019,2280623.29,1467,PF,2024,5
2024,4,1,10026419826,Renta Variable,1005,90535,1466,,2024,4
2024,1,3,1.00114E+12,FICs,10007,10194.14,1468,PN,2024,1
2024,3,21,10032184607,Renta Variable,1015,7040000,1468,PN,2024,3
2024,3,20,10032184607,Renta Variable,1016,5306700,1468,PN,2024,3
2023,12,13,1.00105E+12,Renta Variable,1004,2460000,1466,PN,2023,12
2024,4,4,10079142847,Renta Variable,1017,2926400,1468,PF,2024,4
2024,2,5,1.00109E+12,FICs,10007,1725.49,1468,PN,2024,2
2024,3,25,1.009E+11,FICs,10007,370162862,1467,PF,2024,3
2024,2,22,1.0089E+11,FICs,1019,1464638.5,1468,PR,2024,2
2023,11,28,1004870235,Renta Variable,1004,8341200,1469,PN,2023,11
2023,12,19,10039553126,FICs,1018,626581.27,1466,PN,2023,12
2023,12,14,10036346714,Renta Variable,1004,1250000,1466,PN,2023,12
2024,4,25,10042890695,FICs,10007,28537630.41,None,PN,2024,4
2024,4,23,10079142847,Renta Variable,1004,3358360,1468,PF,2024,4
2024,4,10,10020203023,Renta Fija,1000,367034200,1468,PR,2024,4
2024,4,25,10036346714,Renta Variable,1004,1150000,1466,PN,2024,4
2024,1,23,10066848163,FICs,1007,2060594.52,1466,PN,2024,1
2024,3,21,10020203023,FICs,1008,156631588.7,1468,PR,2024,3
2024,4,5,10020203023,Renta Fija,1000,366680800,1468,PR,2024,4
2024,3,15,10039616197,Renta Variable,1005,90535,1466,PN,2024,3
2024,5,2,10020203023,FICs,1008,156797327.4,1468,PR,2024,5
2023,11,29,10041560001,Renta Variable,1004,1270000,1466,PN,2023,11
2024,1,8,1.008E+11,FICs,1019,423026696,1467,PY,2024,1
2023,12,5,10039616197,Renta Variable,1005,74810.5,1466,PN,2023,12
2023,11,30,10041560001,Renta Variable,1004,1267500,1466,PN,2023,11
2024,2,16,10066848163,FICs,10007,2764120.05,1466,PN,2024,2
2024,5,1,1.00103E+12,Renta Variable,1004,1155000,1468,PN,2024,5
2024,1,22,1.00101E+12,FICs,10007,30401781.09,1468,PN,2024,1
2024,3,14,,890112256,FICs,1008,22350729.74,1468,PR,2024
2024,3,7,10020203023,FICs,1019,137306897.9,1468,PR,2024,3
2024,1,29,10098522488,Renta Variable,1004,3600000,1466,PN,2024,1
2024,1,29,10020203023,FICs,None,446361077.6,1468,PR,2024,1
2024,4,15,10032184607,Renta Variable,1002,12840000,1468,PN,2024,4
2024,4,5,10079142847,Renta Variable,1017,3177500,1468,PF,2024,4
2024,3,29,1.009E+11,FICs,1019,22218058.98,1467,PF,2024,3
2024,1,8,10038643094,FICs,10007,283161.77,1466,PN,2024,1
2024,1,24,10039553126,FICs,1018,641420.06,,PN,2024,1
2024,1,16,10039616197,Renta Variable,,2375000,1466,PN,2024,1
2024,3,13,10039616197,Renta Variable,1012,14958720,1466,PN,2024,3
2023,12,8,10039616197,Renta Variable,1005,74810.5,1466,PN,2023,12
2024,4,25,10021382511,Renta Variable,1004,2300000,1466,PN,2024,4
2023,12,14,10032184607,Renta Variable,1011,7370600,1468,PN,2023,12
2024,2,7,10039616197,Renta Variable,1004,2355000,1466,PN,2024,2
2024,,23,10021382511,Renta Variable,1004,2340000,1466,PN,2024,2
2024,4,29,10039538018,FICs,10007,339045.18,1468,,2024,4
2024,4,15,1.00114E+12,Renta Variable,1004,2240000,1466,PN,2024,4
2024,2,29,1.00901E+11,,1019,1057238490,1467,EG,2024,2
2024,2,14,1.00103E+12,Renta Variable,1004,1137500,1468,PN,2024,2
2024,2,19,10032184607,Renta Variable,None,4356750,1468,PN,2024,2
2024,5,10,1.00103E+12,Renta Variable,1004,1140000,,PN,2024,5
2024,3,27,,Renta Variable,1017,2914000,1468,PF,2024,3
2023,12,14,10098522488,Renta Variable,1004,3750000,1466,PN,2023,12
2024,2,16,1.00114E+12,FICs,10007,10319.52,1468,PN,2024,2
2024,2,12,10032184607,Renta Variable,None,4329000,1468,PN,2024,2
2023,12,21,1.0089E+11,FICs,1008,21660158.61,1468,PR,2023,12
2023,12,5,10039616197,Renta Variable,1012,12889600,,PN,2023,12
2023,12,20,10020203023,FICs,1019,94603994.58,1468,PR,2023,12
2024,4,19,10020203023,FICs,1008,155899647.7,1468,PR,2024,4
2024,4,8,10039553126,FICs,1018,650060.72,1466,PN,2024,4
2024,1,19,10039616197,Renta Variable,1005,102924,1466,PN,2024,1
2024,4,12,10071747544,FICs,1007,371730.86,1469,PN,2024,4
2024,4,8,1.0083E+11,Renta Variable,1005,150860,1466,PY,2024,4
2024,2,13,1.0083E+11,Renta Variable,1005,168328,1466,PY,2024,2
2024,1,18,10032184607,Renta Variable,1022,4560276.12,1468,PN,2024,1
2024,5,6,10020203023,FICs,1020,66039608.29,1468,PR,2024,5
2024,1,31,1.00114E+12,Renta Variable,1004,2390000,1466,PN,2024,1
2023,12,19,10020203023,FICs,1008,101238018.5,1468,PR,2023,12
2024,2,6,10020203023,Renta Fija,1000,365371400,1468,PR,2024,2
2024,1,26,10079142847,Renta Variable,1017,2666000,1468,PF,2024,1
2024,1,26,10039616197,Renta Variable,1005,102924,1466,PN,2024,1
2024,2,7,10042890695,FICs,10007,34006188.4,None,PN,2024,2
2024,3,6,1.00105E+12,Renta Variable,1004,2120000,1466,PN,2024,3
2024,3,12,10071747544,FICs,10007,369725.17,1469,PN,2024,3
2024,4,3,1.00114E+12,Renta Variable,1004,2190000,1466,PN,2024,4
2024,4,17,10038643094,FICs,10007,290397.3,1466,PN,2024,4
2024,4,17,,20203023,FICs,10007,100931241.5,1468,PR,2024
2024,1,2,10079142847,Renta Variable,1004,3477240,1468,PF,2024,1
2024,1,9,10020203023,FICs,1019,106752546,1468,PR,2024,1
2024,5,14,10020203023,FICs,None,389552030.3,1468,PR,2024,5
2024,2,15,1.009E+11,FICs,1019,21934838.15,1467,PF,2024,2
2023,11,28,10032184607,Renta Variable,1002,7485000,1468,,2023,11
2023,11,23,10020203023,FICs,1019,90403335.48,1468,PR,2023,11
2024,2,29,1.00114E+12,FICs,10007,10366.02,1468,PN,2024,2
2024,4,11,10041560001,Renta Variable,1004,1122500,1466,PN,2024,4
2024,1,24,1.0083E+11,Renta Variable,1005,171504,1466,PY,2024,1
2023,12,6,1.00105E+12,Renta Variable,1004,2515000,1466,PN,2023,12
2024,2,29,10032184607,Renta Variable,None,4495500,1468,PN,2024,2
2024,3,20,1002203023,Renta Fija,1001,667131500,1468,PR,2024,3
2024,4,5,10079414250,Renta Variable,1004,1160000,1466,PN,2024,4
2023,12,21,1.009E+11,FICs,10007,396340493.9,1467,PF,2023,12
2024,4,17,1.0089E+11,FICs,1019,148431109.2,1468,PR,2024,4
2024,2,6,1.009E+11,FICs,10007,1009010945,1467,PF,2024,2
2023,12,11,10036346714,Renta Variable,1004,1232500,1466,PN,2023,12
2023,12,1,10020203023,Renta Fija,1001,656737000,1468,PR,2023,12
2024,3,19,10032184607,Renta Variable,None,4584300,1468,PN,2024,3
2024,4,8,10079142847,Renta Variable,1014,3933000,1468,PF,2024,4
2024,4,24,10041560001,Renta Variable,1004,1137500,1466,PN,2024,4
2024,4,10,1.008E+11,FICs,1019,1090008018,1467,PY,2024,4
2024,4,26,1.00114E+12,Renta Variable,1004,2305000,1466,PN,2024,4
2024,5,14,10042890695,FICs,1007,28695563.2,None,PN,2024,5
2024,4,10,100,FICs,1019,148268848.5,1468,,2024,4
2023,12,12,10032184607,FICs,1019,75430.34,1468,PN,2023,12
2024,1,30,10032184607,Renta Variable,1016,5306700,1468,PN,2024,1
2024,1,3,10020203023,FICs,1008,152765646.6,1468,PR,2024,1
2024,3,18,10020203023,Renta Fija,1000,367586000,1468,PR,2024,3
2023,12,1,10032184607,Renta Variable,1002,7200000,1468,PN,2023,12
2024,,9,10079142847,Renta Variable,1004,3477240,1468,PF,2024,2
2024,3,22,10020203023,FICs,10007,146911523.2,1468,PR,2024,3
2024,2,16,10039553126,FICs,1018,645195.26,1466,PN,2024,2
2024,5,6,1.009E+11,FICs,1019,22399686.99,1467,PF,2024,5
2024,2,9,1.009E+11,FICs,1019,21889780.2,1467,PF,2024,2
2024,5,15,10036346714,Renta Variable,1004,1160000,1466,PN,2024,5
2024,2,6,10032184607,Renta Variable,1022,4560276.12,1468,PN,2024,2
2024,3,7,10039538018,FICs,10007,335420.91,1468,PN,2024,3
2024,3,29,10020203023,FICs,10007,144104082.7,1468,PR,2024,3
2023,11,24,10079142847,Renta Variable,1004,3715000,1468,PF,2023,11
2023,12,6,10020203023,FICs,1009,1976667.27,1468,PR,2023,12
2024,5,10,1.00902E+11,FICs,1019,1070460145,1467,PF,2024,5
2024,2,16,10026419826,Renta Variable,1005,101018,1466,PN,2024,2
2024,1,15,10039616197,Renta Variable,1005,83864,1466,PN,2024,1
2024,3,26,10079142847,Renta Variable,1014,3792700,1468,PF,2024,3
2024,1,5,10014876058,Renta Variable,1012,7685800,1466,PN,2024,1
2024,1,26,10020203023,FICs,1010,150662202,1468,PR,2024,1
2024,2,1,10020203023,FICs,1007,11905172.16,1468,PR,2024,2
2024,5,10,100,32184607,FICs,1019,78815.51,1468,PN,2024
2024,2,7,10020203023,FICs,1020,64152393.19,1468,PR,2024,2
2024,2,5,10079142847,Renta Variable,1017,2476900,1468,PF,2024,2
2024,1,23,1.0089E+11,FICs,1019,145221393,1468,PR,2024,1
2024,2,14,10020203023,FICs,1010,151503153.2,1468,PR,2024,2
2023,12,8,1.00114E+12,Renta Variable,1004,2465000,1466,PN,2023,12
2024,2,28,10020203023,FICs,1010,3077766.81,1468,PR,2024,2
2023,12,8,10038643094,FICs,10007,278666.26,1466,PN,2023,12
2024,4,5,1.008E+11,,1019,719358026.5,1467,PY,2024,4
2023,12,7,10020203023,Renta Fija,1001,658308000,1468,PR,2023,12
2024,2,19,10032184607,Renta Variable,1002,9600000,1468,PN,2024,2
2023,11,28,10038643094,Renta Variable,1005,74810.5,1466,PN,2023,11
2024,4,19,10032184607,Renta Variable,1011,8924180,1468,PN,2024,4
2023,12,20,10079414250,Renta Variable,1004,1185000,1466,PN,2023,12
2024,4,29,1004870235,Renta Variable,1004,7613000,1469,PN,2024,4
2024,3,26,1.008E+11,FICs,1019,318688752.6,1467,PY,2024,3
2024,4,9,1.008E+11,FICs,1019,1090008018,1467,PY,2024,4
2023,11,23,10032184607,Renta Variable,1011,6658200,1468,PN,2023,11
2024,2,21,10039538018,FICs,1007,333877.56,1468,PN,2024,2
2024,1,31,10020203023,Renta Fija,1000,364765300,1468,PR,2024,1
2023,11,28,100,Renta Variable,1015,3930000,1468,PN,2023,11
2023,12,5,10020203023,FICs,1019,90721412.2,1468,PR,2023,12
2024,4,24,10038643094,FICs,1018,86140671.22,1466,PN,2024,4
2024,1,22,10032184607,Renta Variable,1015,5620000,1468,PN,2024,1
2024,4,23,10041560001,Renta Variable,1004,1130000,1466,PN,2024,4
2024,3,12,10041560001,Renta Variable,1004,1030000,1466,PN,2024,3
2024,1,23,10039616197,Renta Variable,1005,102924,1466,PN,2024,1
2024,1,22,10020203023,FICs,1010,150423780.6,1468,PR,2024,1
2024,4,9,10039616197,Renta Variable,1005,90535,1466,PN,2024,4
2024,5,14,10014876058,Renta Variable,1012,8648840,1466,PN,2024,5
2024,4,25,10079414250,Renta Variable,1004,1150000,1466,PN,2024,4
2024,,23,10020203023,Renta Fija,1001,669185500,1468,PR,2024,1
2024,4,11,10039616197,Renta Variable,1004,2245000,1466,PN,2024,4
2024,1,30,10014876058,Renta Variable,1012,7917300,1466,PN,2024,1
2024,4,2,10039616197,Renta Variable,1004,2190000,1466,PN,2024,4
2024,4,16,1.0083E+11,,1005,158800,1466,PY,2024,4
2024,2,19,10038643094,Renta Variable,1005,101018,1466,PN,2024,2
2023,11,28,10020203023,Renta Fija,1001,656099500,1468,PR,2023,11
2024,3,27,10066848163,FICs,10007,1386756.45,1466,PN,2024,3
2024,3,13,1.00114E+12,FICs,10007,10410.75,1468,PN,2024,3
2024,5,10,10032184607,Renta Variable,1016,6423900,1468,PN,2024,5
2024,4,15,10066848163,FICs,10007,3747924.4,1466,PN,2024,4
2023,12,7,10020203023,FICs,1008,100389943.6,1468,PR,2023,12
2024,3,19,10020203023,Renta Fija,1001,666917000,1468,PR,2024,3
2024,2,13,10066848163,FICs,10007,2912309.22,1466,PN,2024,2
2024,1,30,10020203023,FICs,1008,154265135.9,1468,PR,2024,1
2024,4,15,10041560001,Renta Variable,1004,1120000,1466,PN,2024,4
2024,5,9,10038643094,FICs,10007,292312.65,1466,PN,2024,5
2024,3,25,10038643094,FICs,1018,86696382.06,1466,PN,2024,3
2024,4,24,1.00114E+12,FICs,10007,10493.42,1468,PN,2024,4
2024,2,12,1.00114E+12,Renta Variable,1004,2315000,1466,PN,2024,2
2024,3,14,10032184607,Renta Variable,1016,5194980,1468,PN,2024,3
2023,12,8,10026419826,Renta Variable,1005,74810.5,1466,PN,2023,12
2024,4,1,100,Renta Fija,1001,669497000,1468,PR,2024,4
2024,1,23,1.00114E+12,FICs,10007,10253.95,1468,PN,2024,1
2024,2,12,1.0089E+11,FICs,1008,22129463.23,1468,PR,2024,2
2024,1,9,1004870235,Renta Variable,1004,8092950,1469,PN,2024,1
2024,3,15,10038643094,FICs,1018,86495575.91,1466,PN,2024,3
2023,11,30,10079142847,Renta Variable,1014,3208500,1468,PF,2023,11
2023,12,14,10038643094,FICs,1018,82799982.58,1466,PN,2023,12
2024,2,19,1.00101E+12,FICs,10007,31466111.59,1468,PN,2024,2
2024,2,22,1004870235,Renta Variable,1004,7712300,1469,PN,2024,2
2024,4,9,1.00114E+12,FICs,10007,10472.84,1468,PN,2024,4
2024,5,6,10066848163,FICs,10007,7490467.19,1466,PN,2024,5
2024,3,11,1.008E+11,FICs,1019,317332116.4,1467,PY,2024,3
2024,2,16,10042890695,FICs,10007,30038385.3,None,PN,2024,2
2024,3,15,10032184607,FICs,1019,77753.15,1468,PN,2024,3
2024,3,26,10036346714,Renta Variable,1004,1057500,1466,PN,2024,3
2024,3,28,1.00114E+12,Renta Variable,1004,2075000,1466,PN,2024,3
2024,1,30,10039616197,Renta Variable,1012,14500800,1466,PN,2024,1
2023,11,30,1.009E+11,FICs,10007,392246591,1467,PF,2023,11
2024,4,2,10032184607,Renta Variable,None,4384500,1468,PN,2024,4
2024,4,11,10032184607,,1017,8600000,1468,PN,2024,4
2024,4,22,10038643094,Renta Variable,1005,95300,1466,PN,2024,4
2024,5,6,10079414250,Renta Variable,1004,1130000,1466,PN,2024,5
2024,3,5,10041560001,Renta Variable,1004,1120000,1466,PN,2024,3
2024,2,12,1.00902E+11,FICs,1019,1045727560,1467,PF,2024,2
2024,5,15,10039538018,FICs,10007,340881.98,1468,PN,2024,5
2024,4,18,1.00114E+12,FICs,10007,10470.39,1468,PN,2024,4
2024,4,3,10020203023,FICs,1020,65336366.7,1468,PR,2024,4
2024,3,5,10014876058,Renta Variable,1012,7806180,1466,PN,2024,3
2024,4,29,10020203023,Renta Fija,1001,665840500,1468,PR,2024,4
2024,3,14,1.009E+11,FICs,1019,22119504.17,1467,PF,2024,3
2024,4,4,1.008E+11,FICs,1019,319208552.8,1467,PY,2024,4
2024,4,22,10041560001,Renta Variable,1004,1120000,1466,PN,2024,4
2023,12,7,10020203023,FICs,1019,94117785.41,1468,PR,2023,12
2024,3,1,10032184607,Renta Variable,1011,8247400,1468,PN,2024,3
2024,2,21,1.00114E+12,FICs,10007,10343.18,1468,PN,2024,2
2024,4,11,10038643094,FICs,1018,86157614.91,1466,PN,2024,4
2024,2,26,10039553126,FICs,1018,646725.55,1466,PN,2024,2
2024,3,29,1.009E+11,FICs,10007,370463033.2,1467,PF,2024,3
2024,4,2,10039616197,Renta Variable,1005,90535,1466,PN,2024,4
2024,3,4,100,Renta Variable,1004,1120000,1466,PN,2024,3
2024,4,1,10020203023,FICs,1020,65225312.2,1468,PR,2024,4
2024,1,30,10032184607,Renta Variable,None,4406700,1468,PN,2024,1
2024,5,14,1.0083E+11,Renta Variable,1005,158800,1466,,2024,5
2023,11,23,10039616197,Renta Variable,1012,13144000,1466,PN,2023,11
2024,1,3,10032184607,Renta Variable,1011,8247400,1468,PN,2024,1
2024,2,8,10039616197,Renta Variable,1005,101018,1466,PN,2024,2
2023,12,13,10020203023,FICs,10007,12114087.41,1468,PR,2023,12
2024,2,5,10079414250,Renta Variable,1004,1160000,1466,PN,2024,2
2024,1,29,10039616197,Renta Variable,1004,2400000,1466,PN,2024,1
2024,1,29,10039616197,Renta Variable,1012,14500800,1466,PN,2024,1
2024,2,14,10039616197,Renta Variable,1005,101018,1466,PN,2024,2
2023,12,6,1.00101E+12,FICs,10007,34016145.01,1468,PN,2023,12
2024,4,9,1.00109E+12,FICs,10007,1756.84,1468,PN,2024,4
2024,1,2,10079142847,Renta Variable,1017,2092500,1468,PF,2024,1
2024,1,17,10020203023,Renta Fija,1001,668517500,1468,PR,2024,1
2024,5,1,10020203023,FICs,10007,81254454.19,1468,PR,2024,5
2023,11,28,10032184607,Renta Variable,1011,6586960,1468,PN,2023,11
2024,1,19,10020203023,FICs,1008,153913893.6,1468,PR,2024,1
2024,3,26,10021382511,Renta Variable,1004,2115000,1466,PN,2024,3
2024,3,11,1.00109E+12,FICs,10007,1745.04,1468,PN,2024,3
2024,4,11,10039616197,,1005,95300,1466,PN,2024,4
2024,3,12,10032184607,Renta Variable,1014,7040000,1468,PN,2024,3
2024,3,6,1.009E+11,FICs,1019,22055297.68,1467,PF,2024,3
2024,5,1,10038643094,FICs,1018,86264014.5,1466,PN,2024,5
2024,2,2,10020203023,FICs,1008,154494033.6,1468,PR,2024,2
2023,12,18,10039538018,FICs,10007,326083.42,1468,PN,2023,12
2024,4,4,10020203023,Renta Fija,1001,669835500,,PR,2024,4
2024,5,9,10039553126,FICs,1018,650899.8,1466,PN,2024,5
2024,2,13,10039616197,Renta Variable,1005,101018,1466,PN,2024,2
2024,2,22,10038643094,FICs,10007,286895.19,1466,PN,2024,2
2023,12,11,10032184607,Renta Variable,1016,4093740,1468,PN,2023,12
2023,11,29,10021382511,Renta Variable,1004,2540000,1466,PN,2023,11
2024,3,15,10032184607,Renta Variable,1017,7320000,1468,PN,2024,3
2024,1,16,10020203023,FICs,1008,153818592,1468,PR,2024,1
2024,5,15,10032184607,Renta Variable,1022,4020246.48,1468,PN,2024,5
2024,3,4,1.0089E+11,FICs,1008,22286772.79,1468,PR,2024,3
2024,5,2,10026419826,Renta Variable,1005,95300,1466,PN,2024,5
2023,11,27,10014876058,Renta Variable,1012,7056120,1466,PN,2023,11
2024,2,8,10039616197,Renta Variable,1012,14212480,1466,PN,2024,2
2024,1,4,10038643094,FICs,10007,282783.54,1466,PN,2024,1
2024,1,18,1.0089E+11,FICs,1008,21993437.53,1468,PR,2024,1
2024,4,10,10042890695,FICs,10007,30484675.13,None,PN,2024,4
2024,1,31,100,FICs,1019,21836814.62,1467,PF,2024,1
2024,1,16,10036346714,Renta Variable,1004,1187500,1466,PN,2024,1
2024,3,13,10032184607,Renta Variable,1015,6420000,1468,PN,2024,3
2024,2,21,1.009E+11,FICs,1019,21977920.21,1467,PF,2024,2
2024,1,4,10020203023,FICs,1008,152859223.9,1468,PR,2024,1
2023,12,1,10032184607,Renta Variable,1011,6713000,1468,PN,2023,12
2024,3,15,10039538018,FICs,10007,336251.39,1468,PN,2024,3
2024,1,2,10032184607,Renta Variable,1017,5400000,1468,PN,2024,1
2024,4,19,1.00114E+12,Renta Variable,1004,2225000,1466,PN,2024,4
2024,4,25,10014876058,Renta Variable,1012,8426600,1466,PN,2024,4
2024,2,15,10032184607,Renta Variable,1011,8261100,1468,PN,2024,2
2024,3,1,1.00114E+12,FICs,10007,10367.52,1468,PN,2024,3
2024,5,14,1.0089E+11,FICs,1019,149570959.3,1468,PR,2024,5
2023,11,23,10038643094,FICs,10007,,1466,PN,2023,11
2024,2,16,10020203023,FICs,1008,154978408.6,1468,PR,2024,2
2024,1,3,10036346714,Renta Variable,1004,1177500,1466,PN,2024,1
2024,3,15,10041560001,Renta Variable,1004,1060000,,PN,2024,3
2024,1,19,1.00114E+12,FICs,1007,10249.14,1468,PN,2024,1
2024,1,22,10021382511,Renta Variable,1004,2300000,1466,PN,2024,1
2024,3,4,10039538018,FICs,10007,334986.74,1468,PN,2024,3
2024,4,8,10039616197,Renta Variable,1005,90535,1466,PN,2024,4
2024,1,3,1.008E+11,FICs,1019,422252236.1,1467,PY,2024,1
2024,3,5,1.0083E+11,Renta Variable,1005,150860,1466,PY,2024,3
2024,5,15,1.009E+11,FICs,1007,104552952.7,1467,PF,2024,5
2024,3,22,10036346714,Renta Variable,1004,1062500,1466,PN,2024,3
2023,12,15,10039616197,Renta Variable,1005,74810.5,1466,PN,2023,12
2024,2,8,10079142847,Renta Variable,1014,3629400,1468,PF,2024,2
2024,4,4,10039616197,Renta Variable,1012,16620800,1466,PN,2024,4
2024,4,4,10039616197,Renta Variable,1005,90535,1466,PN,2024,4
2024,2,13,10038643094,FICs,1018,85835831.8,1466,PN,2024,2
2024,4,16,10036346714,Renta Variable,1004,1120000,1466,PN,2024,4
2024,3,20,1.00902E+11,FICs,1019,1057517009,1467,PF,2024,3
2024,2,16,1.009E+11,FICs,1019,21934838.15,1467,PF,2024,2
2023,11,30,10032184607,Renta Variable,1017,4920000,1468,PN,2023,11
2023,11,29,10036346714,Renta Variable,1004,1270000,1466,PN,2023,11
2023,12,19,10036346714,Renta Variable,1004,1170000,1466,PN,2023,12
2024,1,9,1.00114E+12,Renta Variable,1004,2445000,1466,PN,2024,1
2024,2,14,10038643094,FICs,10007,285999.04,1466,PN,2024,2
2024,4,17,10079142847,Renta Variable,1017,3391400,1468,PF,2024,4
2024,3,29,10079142847,Renta Variable,1017,2873700,1468,PF,2024,3
2024,1,9,10021382511,Renta Variable,1004,2445000,1466,PN,2024,1
2024,4,5,10020203023,FICs,None,382126844.8,1468,PR,2024,4
2024,1,24,10020203023,FICs,1008,154040535.5,1468,PR,2024,1
2023,11,30,10066848163,FICs,10007,453579.68,1466,PN,2023,11
2024,1,23,10036346714,Renta Variable,1004,1132500,1466,PN,2024,1
2023,12,18,1.00109E+12,FICs,10007,1694.58,1468,PN,2023,12
2023,12,8,1.00101E+12,FICs,10007,34036826.11,1468,PN,2023,12
2024,3,11,10041560001,Renta Variable,1004,,1466,PN,2024,3
2024,4,15,10039616197,Renta Variable,1005,95300,1466,PN,2024,4
2024,5,15,10042890695,FICs,10007,28704535.16,None,PN,2024,5
2023,12,20,10071747544,FICs,10007,605254.75,1469,PN,2023,12
2023,12,8,1.00901E+11,FICs,1019,1028808222,1467,EG,2023,12
2024,3,12,10032184607,Renta Variable,1017,7536000,1468,PN,2024,3
2024,4,23,10071747544,FICs,10007,372530.49,,PN,2024,4
2024,1,9,1.00114E+12,FICs,10007,10215.59,1468,PN,2024,1
2023,12,6,10079142847,Renta Variable,1004,3737290,1468,PF,2023,12
2024,3,20,10098522488,Renta Variable,1004,3180000,1466,PN,2024,3
2024,1,2,1.008E+11,FICs,1019,422041202.3,1467,PY,2024,1
2023,12,15,10042890695,FICs,10007,33337511.1,None,PN,2023,12
2024,4,16,10032184607,Renta Variable,None,4495500,1468,PN,2024,4
2024,2,23,10041560001,Renta Variable,1004,1170000,1466,PN,2024,2
2024,1,23,10042890695,FICs,10007,33891683.3,None,PN,2024,1
2024,4,23,10098522488,Renta Variable,1004,3390000,1466,PN,2024,4
2024,2,27,10098522488,Renta Variable,1004,3510000,1466,PN,2024,2
2024,3,5,1.00901E+11,FICs,1019,1058686742,1467,EG,2024,3
2024,3,7,10039553126,FICs,1018,649076.72,1466,PN,2024,3
2024,2,7,1.00105E+12,Renta Variable,1004,2355000,1466,PN,2024,2
2023,12,12,10038643094,FICs,10007,279028.23,1466,PN,2023,12
2024,3,28,10020203023,Renta Fija,1000,365960100,1468,PR,2024,3
2024,4,29,10041560001,Renta Variable,1004,1150000,1466,PN,2024,4
2024,3,21,10032184607,Renta Variable,1002,11430000,1468,PN,2024,3
2024,2,14,10039553126,FICs,1018,,1466,PN,2024,2
2024,3,25,10021382511,Renta Variable,1004,2115000,1466,PN,2024,3
2024,3,1,1.009E+11,FICs,10007,616697872.9,1467,PF,2024,3
2024,4,26,10020203023,FICs,10007,83165233.62,1468,PR,2024,4
2023,11,23,1.009E+11,FICs,10007,690893509.9,1467,PF,2023,11
2024,3,25,1.008E+11,FICs,1019,318688752.6,1467,PY,2024,3
2024,2,23,1.0083E+11,Renta Variable,1005,168328,1466,PY,2024,2
2024,4,24,10038643094,FICs,10007,290932.99,1466,PN,2024,4
2024,1,2,1004870235,Renta Variable,1004,7745400,1469,PN,2024,1
2024,4,30,1.00114E+12,Renta Variable,1004,2310000,1466,PN,2024,4
2024,1,24,10039616197,Renta Variable,1005,102924,1466,PN,2024,1
2024,4,25,10020203023,FICs,1019,121682697.6,1468,PR,2024,4
2023,12,20,1.009E+11,FICs,1019,21543568.94,1467,PF,2023,12
2024,1,18,1004870235,Renta Variable,1004,7662650,1469,PN,2024,1
2024,2,26,1.009E+11,FICs,1019,21990165.45,1467,PF,2024,2
2024,3,26,10039553126,FICs,1018,651577.14,1466,PN,2024,3
2024,1,16,1.00105E+12,Renta Variable,1004,2375000,1466,PN,2024,1
2023,11,30,10038643094,FICs,10007,277907.38,1466,PN,2023,11
2023,12,19,1.0089E+11,FICs,1019,,1468,PR,2023,12
2024,2,28,1.009E+11,FICs,1019,22018814.34,1467,PF,2024,2
2024,2,7,10038643094,FICs,10007,285254.23,1466,PN,2024,2
2023,12,13,1.00101E+12,FICs,10007,34096550.37,1468,PN,2023,12
